# DocID, SentenceNr, SenTokenPos, DocTokenPos, SenCharOnset(incl), SenCharOffset(excl), DocCharOnset(incl), DocCharOffset(excl), Text
40, 69, 42, 1839, 149, 153, 10174, 10178, "site"
40, 69, 43, 1840, 154, 157, 10179, 10182, "and"
40, 69, 44, 1841, 158, 161, 10183, 10186, "0.5"
40, 69, 45, 1842, 162, 164, 10187, 10189, "mm"
40, 69, 46, 1843, 165, 172, 10190, 10197, "rostral"
40, 69, 47, 1844, 173, 176, 10198, 10201, "and"
40, 69, 48, 1845, 177, 183, 10202, 10208, "caudal"
40, 69, 49, 1846, 184, 186, 10209, 10211, "to"
40, 69, 50, 1847, 187, 191, 10212, 10216, "this"
40, 69, 51, 1848, 192, 196, 10217, 10221, "site"
40, 69, 52, 1849, 196, 197, 10221, 10222, "."
40, 70, 1, 1850, 0, 5, 10223, 10228, "After"
40, 70, 2, 1851, 6, 7, 10229, 10230, "6"
40, 70, 3, 1852, 8, 9, 10231, 10232, "("
40, 70, 4, 1853, 9, 10, 10232, 10233, "A"
40, 70, 5, 1854, 10, 11, 10233, 10234, ","
40, 70, 6, 1855, 11, 12, 10234, 10235, "B"
40, 70, 7, 1856, 12, 13, 10235, 10236, ")"
40, 70, 8, 1857, 14, 17, 10237, 10240, "and"
40, 70, 9, 1858, 18, 19, 10241, 10242, "9"
40, 70, 10, 1859, 20, 25, 10243, 10248, "weeks"
40, 70, 11, 1860, 26, 27, 10249, 10250, "("
40, 70, 12, 1861, 27, 30, 10250, 10253, "C–E"
40, 70, 13, 1862, 30, 31, 10253, 10254, ")"
40, 70, 14, 1863, 31, 32, 10254, 10255, ","
40, 70, 15, 1864, 33, 36, 10256, 10259, "the"
40, 70, 16, 1865, 37, 41, 10260, 10264, "mice"
40, 70, 17, 1866, 42, 46, 10265, 10269, "were"
40, 70, 18, 1867, 47, 55, 10270, 10278, "perfused"
40, 70, 19, 1868, 55, 56, 10278, 10279, ","
40, 70, 20, 1869, 57, 60, 10280, 10283, "and"
40, 70, 21, 1870, 61, 69, 10284, 10292, "sagittal"
40, 70, 22, 1871, 70, 76, 10293, 10299, "spinal"
40, 70, 23, 1872, 77, 81, 10300, 10304, "cord"
40, 70, 24, 1873, 82, 90, 10305, 10313, "sections"
40, 70, 25, 1874, 91, 95, 10314, 10318, "were"
40, 70, 26, 1875, 96, 104, 10319, 10327, "analyzed"
40, 70, 27, 1876, 105, 107, 10328, 10330, "by"
40, 70, 28, 1877, 108, 126, 10331, 10349, "immunofluorescence"
40, 70, 29, 1878, 127, 132, 10350, 10355, "using"
40, 70, 30, 1879, 133, 136, 10356, 10359, "the"
40, 70, 31, 1880, 137, 141, 10360, 10364, "CS56"
40, 70, 32, 1881, 142, 150, 10365, 10373, "antibody"
40, 70, 33, 1882, 151, 159, 10374, 10382, "reacting"
40, 70, 34, 1883, 160, 164, 10383, 10387, "with"
40, 70, 35, 1884, 165, 168, 10388, 10391, "C4S"
40, 70, 36, 1885, 169, 172, 10392, 10395, "and"
40, 70, 37, 1886, 173, 176, 10396, 10399, "C6S"
40, 70, 38, 1887, 176, 177, 10399, 10400, "."
40, 71, 1, 1888, 0, 16, 10401, 10417, "Immunoreactivity"
40, 71, 2, 1889, 17, 19, 10418, 10420, "is"
40, 71, 3, 1890, 20, 24, 10421, 10425, "more"
40, 71, 4, 1891, 25, 32, 10426, 10433, "intense"
40, 71, 5, 1892, 33, 35, 10434, 10436, "at"
40, 71, 6, 1893, 36, 39, 10437, 10440, "the"
40, 71, 7, 1894, 40, 46, 10441, 10447, "injury"
40, 71, 8, 1895, 47, 51, 10448, 10452, "site"
40, 71, 9, 1896, 52, 54, 10453, 10455, "in"
40, 71, 10, 1897, 55, 58, 10456, 10459, "the"
40, 71, 11, 1898, 59, 65, 10460, 10466, "buffer"
40, 71, 12, 1899, 66, 73, 10467, 10474, "treated"
40, 71, 13, 1900, 74, 81, 10475, 10482, "control"
40, 71, 14, 1901, 82, 86, 10483, 10487, "mice"
40, 71, 15, 1902, 87, 88, 10488, 10489, "("
40, 71, 16, 1903, 88, 89, 10489, 10490, "A"
40, 71, 17, 1904, 89, 90, 10490, 10491, ","
40, 71, 18, 1905, 90, 91, 10491, 10492, "C"
40, 71, 19, 1906, 91, 92, 10492, 10493, ")"
40, 71, 20, 1907, 93, 99, 10494, 10500, "versus"
40, 71, 21, 1908, 100, 103, 10501, 10504, "the"
40, 71, 22, 1909, 104, 112, 10505, 10513, "ChaseABC"
40, 71, 23, 1910, 113, 114, 10514, 10515, "("
40, 71, 24, 1911, 114, 115, 10515, 10516, "D"
40, 71, 25, 1912, 115, 116, 10516, 10517, ")"
40, 71, 26, 1913, 117, 120, 10518, 10521, "and"
40, 71, 27, 1914, 121, 125, 10522, 10526, "ARSB"
40, 71, 28, 1915, 126, 127, 10527, 10528, "("
40, 71, 29, 1916, 127, 128, 10528, 10529, "B"
40, 71, 30, 1917, 128, 129, 10529, 10530, ","
40, 71, 31, 1918, 129, 130, 10530, 10531, "E"
40, 71, 32, 1919, 130, 131, 10531, 10532, ")"
40, 71, 33, 1920, 132, 139, 10533, 10540, "treated"
40, 71, 34, 1921, 140, 144, 10541, 10545, "mice"
40, 71, 35, 1922, 144, 145, 10545, 10546, "."
40, 72, 1, 1923, 0, 18, 10547, 10565, "Immunoreactivities"
40, 72, 2, 1924, 19, 21, 10566, 10568, "of"
40, 72, 3, 1925, 22, 25, 10569, 10572, "the"
40, 72, 4, 1926, 26, 32, 10573, 10579, "entire"
40, 72, 5, 1927, 33, 39, 10580, 10586, "images"
40, 72, 6, 1928, 40, 44, 10587, 10591, "were"
40, 72, 7, 1929, 45, 55, 10592, 10602, "quantified"
40, 72, 8, 1930, 56, 61, 10603, 10608, "above"
40, 72, 9, 1931, 62, 71, 10609, 10618, "threshold"
40, 72, 10, 1932, 72, 77, 10619, 10624, "using"
40, 72, 11, 1933, 78, 83, 10625, 10630, "Image"
40, 72, 12, 1934, 84, 85, 10631, 10632, "J"
40, 72, 13, 1935, 86, 94, 10633, 10641, "software"
40, 72, 14, 1936, 95, 96, 10642, 10643, "("
40, 72, 15, 1937, 96, 97, 10643, 10644, "F"
40, 72, 16, 1938, 97, 98, 10644, 10645, ")"
40, 72, 17, 1939, 98, 99, 10645, 10646, "."
40, 73, 1, 1940, 0, 4, 10647, 10651, "Mean"
40, 73, 2, 1941, 5, 17, 10652, 10664, "fluorescence"
40, 73, 3, 1942, 18, 29, 10665, 10676, "intensities"
40, 73, 4, 1943, 30, 32, 10677, 10679, "of"
40, 73, 5, 1944, 33, 36, 10680, 10683, "the"
40, 73, 6, 1945, 37, 41, 10684, 10688, "area"
40, 73, 7, 1946, 42, 44, 10689, 10691, "at"
40, 73, 8, 1947, 45, 48, 10692, 10695, "0.4"
40, 73, 9, 1948, 49, 51, 10696, 10698, "mm"
40, 73, 10, 1949, 52, 63, 10699, 10710, "equidistant"
40, 73, 11, 1950, 64, 71, 10711, 10718, "rostral"
40, 73, 12, 1951, 72, 75, 10719, 10722, "and"
40, 73, 13, 1952, 76, 82, 10723, 10729, "caudal"
40, 73, 14, 1953, 83, 85, 10730, 10732, "to"
40, 73, 15, 1954, 86, 89, 10733, 10736, "the"
40, 73, 16, 1955, 90, 96, 10737, 10743, "center"
40, 73, 17, 1956, 97, 99, 10744, 10746, "of"
40, 73, 18, 1957, 100, 103, 10747, 10750, "the"
40, 73, 19, 1958, 104, 110, 10751, 10757, "injury"
40, 73, 20, 1959, 111, 115, 10758, 10762, "site"
40, 73, 21, 1960, 116, 120, 10763, 10767, "show"
40, 73, 22, 1961, 121, 134, 10768, 10781, "significantly"
40, 73, 23, 1962, 135, 139, 10782, 10786, "less"
40, 73, 24, 1963, 140, 150, 10787, 10797, "expression"
40, 73, 25, 1964, 151, 153, 10798, 10800, "of"
40, 73, 26, 1965, 154, 157, 10801, 10804, "CSs"
40, 73, 27, 1966, 158, 160, 10805, 10807, "in"
40, 73, 28, 1967, 161, 169, 10808, 10816, "ChaseABC"
40, 73, 29, 1968, 170, 173, 10817, 10820, "and"
40, 73, 30, 1969, 174, 178, 10821, 10825, "ARSB"
40, 73, 31, 1970, 179, 186, 10826, 10833, "treated"
40, 73, 32, 1971, 187, 191, 10834, 10838, "mice"
40, 73, 33, 1972, 192, 198, 10839, 10845, "versus"
40, 73, 34, 1973, 199, 205, 10846, 10852, "buffer"
40, 73, 35, 1974, 206, 213, 10853, 10860, "treated"
40, 73, 36, 1975, 214, 221, 10861, 10868, "control"
40, 73, 37, 1976, 222, 226, 10869, 10873, "mice"
40, 73, 38, 1977, 226, 227, 10873, 10874, "."
40, 74, 1, 1978, 0, 9, 10875, 10884, "Reduction"
40, 74, 2, 1979, 10, 12, 10885, 10887, "of"
40, 74, 3, 1980, 13, 29, 10888, 10904, "immunoreactivity"
40, 74, 4, 1981, 30, 32, 10905, 10907, "is"
40, 74, 5, 1982, 33, 36, 10908, 10911, "not"
40, 74, 6, 1983, 37, 50, 10912, 10925, "significantly"
40, 74, 7, 1984, 51, 60, 10926, 10935, "different"
40, 74, 8, 1985, 61, 68, 10936, 10943, "between"
40, 74, 9, 1986, 69, 81, 10944, 10956, "applications"
40, 74, 10, 1987, 82, 84, 10957, 10959, "of"
40, 74, 11, 1988, 85, 93, 10960, 10968, "ChaseABC"
40, 74, 12, 1989, 94, 100, 10969, 10975, "versus"
40, 74, 13, 1990, 101, 105, 10976, 10980, "ARSB"
40, 74, 14, 1991, 105, 106, 10980, 10981, "."
40, 75, 1, 1992, 0, 6, 10982, 10988, "Arrows"
40, 75, 2, 1993, 7, 15, 10989, 10997, "indicate"
40, 75, 3, 1994, 16, 19, 10998, 11001, "the"
40, 75, 4, 1995, 20, 26, 11002, 11008, "injury"
40, 75, 5, 1996, 27, 31, 11009, 11013, "site"
40, 75, 6, 1997, 31, 32, 11013, 11014, "."
40, 76, 1, 1998, 0, 9, 11015, 11024, "Asterisks"
40, 76, 2, 1999, 10, 18, 11025, 11033, "indicate"
40, 76, 3, 2000, 19, 30, 11034, 11045, "significant"
40, 76, 4, 2001, 31, 42, 11046, 11057, "differences"
40, 76, 5, 2002, 43, 50, 11058, 11065, "between"
40, 76, 6, 2003, 51, 54, 11066, 11069, "the"
40, 76, 7, 2004, 55, 61, 11070, 11076, "groups"
40, 76, 8, 2005, 62, 63, 11077, 11078, "*"
40, 76, 9, 2006, 63, 64, 11078, 11079, "p"
40, 76, 10, 2007, 64, 65, 11079, 11080, "<"
40, 76, 11, 2008, 65, 69, 11080, 11084, "0.05"
40, 76, 12, 2009, 70, 71, 11085, 11086, "("
40, 76, 13, 2010, 71, 75, 11086, 11090, "ARSB"
40, 76, 14, 2011, 75, 76, 11090, 11091, ")"
40, 76, 15, 2012, 77, 80, 11092, 11095, "and"
40, 76, 16, 2013, 81, 82, 11096, 11097, "*"
40, 76, 17, 2014, 82, 83, 11097, 11098, "*"
40, 76, 18, 2015, 83, 84, 11098, 11099, "p"
40, 76, 19, 2016, 84, 85, 11099, 11100, "<"
40, 76, 20, 2017, 85, 89, 11100, 11104, "0.01"
40, 76, 21, 2018, 90, 91, 11105, 11106, "("
40, 76, 22, 2019, 91, 99, 11106, 11114, "ChaseABC"
40, 76, 23, 2020, 99, 100, 11114, 11115, ")"
40, 76, 24, 2021, 101, 103, 11116, 11118, "as"
40, 76, 25, 2022, 104, 112, 11119, 11127, "assessed"
40, 76, 26, 2023, 113, 115, 11128, 11130, "by"
40, 76, 27, 2024, 116, 123, 11131, 11138, "one-way"
40, 76, 28, 2025, 124, 129, 11139, 11144, "ANOVA"
40, 76, 29, 2026, 130, 138, 11145, 11153, "followed"
40, 76, 30, 2027, 139, 141, 11154, 11156, "by"
40, 76, 31, 2028, 142, 147, 11157, 11162, "Tukey"
40, 76, 32, 2029, 147, 148, 11162, 11163, "’"
40, 76, 33, 2030, 148, 149, 11163, 11164, "s"
40, 76, 34, 2031, 150, 158, 11165, 11173, "post-hoc"
40, 76, 35, 2032, 159, 167, 11174, 11182, "analysis"
40, 76, 36, 2033, 167, 168, 11182, 11183, "."
40, 77, 1, 2034, 0, 4, 11184, 11188, "Data"
40, 77, 2, 2035, 5, 14, 11189, 11198, "represent"
40, 77, 3, 2036, 15, 20, 11199, 11204, "means"
40, 77, 4, 2037, 21, 22, 11205, 11206, "±"
40, 77, 5, 2038, 23, 26, 11207, 11210, "SEM"
40, 77, 6, 2039, 26, 27, 11210, 11211, ","
40, 77, 7, 2040, 28, 29, 11212, 11213, "("
40, 77, 8, 2041, 29, 30, 11213, 11214, "n"
40, 77, 9, 2042, 31, 32, 11215, 11216, "="
40, 77, 10, 2043, 33, 34, 11217, 11218, "3"
40, 77, 11, 2044, 35, 39, 11219, 11223, "mice"
40, 77, 12, 2045, 39, 40, 11223, 11224, ")"
40, 77, 13, 2046, 40, 41, 11224, 11225, "."
40, 78, 1, 2047, 0, 6, 11227, 11233, "Figure"
40, 78, 2, 2048, 7, 8, 11234, 11235, "5"
40, 78, 3, 2049, 8, 9, 11235, 11236, "."
40, 79, 1, 2050, 0, 10, 11237, 11247, "Functional"
40, 79, 2, 2051, 11, 19, 11248, 11256, "recovery"
40, 79, 3, 2052, 20, 22, 11257, 11259, "of"
40, 79, 4, 2053, 23, 31, 11260, 11268, "ChaseABC"
40, 79, 5, 2054, 32, 34, 11269, 11271, "or"
40, 79, 6, 2055, 35, 39, 11272, 11276, "ARSB"
40, 79, 7, 2056, 40, 47, 11277, 11284, "treated"
40, 79, 8, 2057, 48, 52, 11285, 11289, "mice"
40, 79, 9, 2058, 53, 58, 11290, 11295, "after"
40, 79, 10, 2059, 59, 67, 11296, 11304, "moderate"
40, 79, 11, 2060, 68, 69, 11305, 11306, "("
40, 79, 12, 2061, 69, 70, 11306, 11307, "A"
40, 79, 13, 2062, 70, 71, 11307, 11308, ")"
40, 79, 14, 2063, 72, 75, 11309, 11312, "and"
40, 79, 15, 2064, 76, 82, 11313, 11319, "severe"
40, 79, 16, 2065, 83, 84, 11320, 11321, "("
40, 79, 17, 2066, 84, 85, 11321, 11322, "B"
40, 79, 18, 2067, 85, 86, 11322, 11323, ")"
40, 79, 19, 2068, 87, 98, 11324, 11335, "compression"
40, 79, 20, 2069, 98, 99, 11335, 11336, "."
40, 80, 1, 2070, 0, 3, 11337, 11340, "One"
40, 80, 2, 2071, 4, 6, 11341, 11343, "µl"
40, 80, 3, 2072, 7, 15, 11344, 11352, "ChaseABC"
40, 80, 4, 2073, 16, 17, 11353, 11354, "("
40, 80, 5, 2074, 17, 19, 11354, 11356, "10"
40, 80, 6, 2075, 20, 21, 11357, 11358, "U"
40, 80, 7, 2076, 21, 22, 11358, 11359, "/"
40, 80, 8, 2077, 22, 24, 11359, 11361, "ml"
40, 80, 9, 2078, 24, 25, 11361, 11362, ")"
40, 80, 10, 2079, 25, 26, 11362, 11363, ","
40, 80, 11, 2080, 27, 31, 11364, 11368, "ARSB"
40, 80, 12, 2081, 32, 33, 11369, 11370, "("
40, 80, 13, 2082, 33, 35, 11370, 11372, "10"
40, 80, 14, 2083, 36, 37, 11373, 11374, "U"
40, 80, 15, 2084, 37, 38, 11374, 11375, "/"
40, 80, 16, 2085, 38, 40, 11375, 11377, "ml"
40, 80, 17, 2086, 40, 41, 11377, 11378, ")"
40, 80, 18, 2087, 42, 44, 11379, 11381, "or"
40, 80, 19, 2088, 45, 51, 11382, 11388, "buffer"
40, 80, 20, 2089, 52, 55, 11389, 11392, "was"
40, 80, 21, 2090, 56, 64, 11393, 11401, "injected"
40, 80, 22, 2091, 65, 67, 11402, 11404, "at"
40, 80, 23, 2092, 68, 71, 11405, 11408, "the"
40, 80, 24, 2093, 72, 78, 11409, 11415, "injury"
40, 80, 25, 2094, 79, 83, 11416, 11420, "site"
40, 80, 26, 2095, 84, 87, 11421, 11424, "and"
40, 80, 27, 2096, 88, 91, 11425, 11428, "0.5"
40, 80, 28, 2097, 92, 94, 11429, 11431, "mm"
40, 80, 29, 2098, 95, 102, 11432, 11439, "rostral"
40, 80, 30, 2099, 103, 106, 11440, 11443, "and"
40, 80, 31, 2100, 107, 113, 11444, 11450, "caudal"
40, 80, 32, 2101, 114, 116, 11451, 11453, "to"
40, 80, 33, 2102, 117, 121, 11454, 11458, "this"
40, 80, 34, 2103, 122, 126, 11459, 11463, "site"
40, 80, 35, 2104, 126, 127, 11463, 11464, "."
40, 81, 1, 2105, 0, 3, 11465, 11468, "The"
40, 81, 2, 2106, 4, 9, 11469, 11474, "Basso"
40, 81, 3, 2107, 10, 15, 11475, 11480, "Mouse"
40, 81, 4, 2108, 16, 21, 11481, 11486, "Scale"
40, 81, 5, 2109, 22, 25, 11487, 11490, "for"
40, 81, 6, 2110, 26, 34, 11491, 11499, "analysis"
40, 81, 7, 2111, 35, 37, 11500, 11502, "of"
40, 81, 8, 2112, 38, 47, 11503, 11512, "locomotor"
40, 81, 9, 2113, 48, 56, 11513, 11521, "activity"
40, 81, 10, 2114, 57, 60, 11522, 11525, "was"
40, 81, 11, 2115, 61, 65, 11526, 11530, "used"
40, 81, 12, 2116, 66, 68, 11531, 11533, "to"
40, 81, 13, 2117, 69, 74, 11534, 11539, "score"
40, 81, 14, 2118, 75, 85, 11540, 11550, "functional"
40, 81, 15, 2119, 86, 94, 11551, 11559, "recovery"
40, 81, 16, 2120, 95, 97, 11560, 11562, "up"
40, 81, 17, 2121, 98, 100, 11563, 11565, "to"
40, 81, 18, 2122, 101, 102, 11566, 11567, "6"
40, 81, 19, 2123, 103, 104, 11568, 11569, "("
40, 81, 20, 2124, 104, 105, 11569, 11570, "A"
40, 81, 21, 2125, 105, 106, 11570, 11571, ")"
40, 81, 22, 2126, 107, 110, 11572, 11575, "and"
40, 81, 23, 2127, 111, 112, 11576, 11577, "9"
40, 81, 24, 2128, 113, 114, 11578, 11579, "("
40, 81, 25, 2129, 114, 115, 11579, 11580, "B"
40, 81, 26, 2130, 115, 116, 11580, 11581, ")"
40, 81, 27, 2131, 117, 122, 11582, 11587, "weeks"
40, 81, 28, 2132, 123, 128, 11588, 11593, "after"
40, 81, 29, 2133, 129, 137, 11594, 11602, "moderate"
40, 81, 30, 2134, 138, 141, 11603, 11606, "and"
40, 81, 31, 2135, 142, 148, 11607, 11613, "severe"
40, 81, 32, 2136, 149, 155, 11614, 11620, "spinal"
40, 81, 33, 2137, 156, 160, 11621, 11625, "cord"
40, 81, 34, 2138, 161, 167, 11626, 11632, "injury"
40, 81, 35, 2139, 168, 169, 11633, 11634, "("
40, 81, 36, 2140, 169, 172, 11634, 11637, "SCI"
40, 81, 37, 2141, 172, 173, 11637, 11638, ")"
40, 81, 38, 2142, 173, 174, 11638, 11639, ","
40, 81, 39, 2143, 175, 187, 11640, 11652, "respectively"
40, 81, 40, 2144, 187, 188, 11652, 11653, "."
40, 82, 1, 2145, 0, 9, 11654, 11663, "Asterisks"
40, 82, 2, 2146, 10, 18, 11664, 11672, "indicate"
40, 82, 3, 2147, 19, 30, 11673, 11684, "significant"
40, 82, 4, 2148, 31, 42, 11685, 11696, "differences"
40, 82, 5, 2149, 43, 50, 11697, 11704, "between"
40, 82, 6, 2150, 51, 54, 11705, 11708, "the"
40, 82, 7, 2151, 55, 61, 11709, 11715, "enzyme"
40, 82, 8, 2152, 62, 69, 11716, 11723, "treated"
40, 82, 9, 2153, 70, 76, 11724, 11730, "groups"
40, 82, 10, 2154, 77, 83, 11731, 11737, "versus"
40, 82, 11, 2155, 84, 87, 11738, 11741, "the"
40, 82, 12, 2156, 88, 94, 11742, 11748, "buffer"
40, 82, 13, 2157, 95, 102, 11749, 11756, "treated"
40, 82, 14, 2158, 103, 110, 11757, 11764, "control"
40, 82, 15, 2159, 111, 116, 11765, 11770, "group"
40, 82, 16, 2160, 117, 119, 11771, 11773, "at"
40, 82, 17, 2161, 120, 123, 11774, 11777, "the"
40, 82, 18, 2162, 124, 128, 11778, 11782, "same"
40, 82, 19, 2163, 129, 133, 11783, 11787, "time"
40, 82, 20, 2164, 134, 140, 11788, 11794, "points"
40, 82, 21, 2165, 141, 142, 11795, 11796, "("
40, 82, 22, 2166, 142, 143, 11796, 11797, "*"
40, 82, 23, 2167, 143, 144, 11797, 11798, "p"
40, 82, 24, 2168, 144, 145, 11798, 11799, "<"
40, 82, 25, 2169, 145, 149, 11799, 11803, "0.05"
40, 82, 26, 2170, 149, 150, 11803, 11804, ","
40, 82, 27, 2171, 151, 152, 11805, 11806, "*"
40, 82, 28, 2172, 152, 153, 11806, 11807, "*"
40, 82, 29, 2173, 153, 154, 11807, 11808, "p"
40, 82, 30, 2174, 154, 155, 11808, 11809, "<"
40, 82, 31, 2175, 155, 159, 11809, 11813, "0.01"
40, 82, 32, 2176, 159, 160, 11813, 11814, ")"
40, 82, 33, 2177, 160, 161, 11814, 11815, "."
40, 83, 1, 2178, 0, 2, 11816, 11818, "No"
40, 83, 2, 2179, 3, 14, 11819, 11830, "significant"
40, 83, 3, 2180, 15, 25, 11831, 11841, "difference"
40, 83, 4, 2181, 26, 28, 11842, 11844, "is"
40, 83, 5, 2182, 29, 39, 11845, 11855, "detectable"
40, 83, 6, 2183, 40, 47, 11856, 11863, "between"
40, 83, 7, 2184, 48, 51, 11864, 11867, "the"
40, 83, 8, 2185, 52, 60, 11868, 11876, "ChaseABC"
40, 83, 9, 2186, 61, 64, 11877, 11880, "and"
40, 83, 10, 2187, 65, 69, 11881, 11885, "ARSB"
40, 83, 11, 2188, 70, 77, 11886, 11893, "treated"
40, 83, 12, 2189, 78, 84, 11894, 11900, "groups"
40, 83, 13, 2190, 85, 87, 11901, 11903, "by"
40, 83, 14, 2191, 88, 95, 11904, 11911, "one-way"
40, 83, 15, 2192, 96, 101, 11912, 11917, "ANOVA"
40, 83, 16, 2193, 102, 110, 11918, 11926, "followed"
40, 83, 17, 2194, 111, 113, 11927, 11929, "by"
40, 83, 18, 2195, 114, 119, 11930, 11935, "Tukey"
40, 83, 19, 2196, 119, 120, 11935, 11936, "’"
40, 83, 20, 2197, 120, 121, 11936, 11937, "s"
40, 83, 21, 2198, 122, 130, 11938, 11946, "post-hoc"
40, 83, 22, 2199, 131, 139, 11947, 11955, "analysis"
40, 83, 23, 2200, 139, 140, 11955, 11956, "."
40, 84, 1, 2201, 0, 4, 11957, 11961, "Data"
40, 84, 2, 2202, 5, 14, 11962, 11971, "represent"
40, 84, 3, 2203, 15, 20, 11972, 11977, "means"
40, 84, 4, 2204, 21, 22, 11978, 11979, "±"
40, 84, 5, 2205, 23, 26, 11980, 11983, "SEM"
40, 84, 6, 2206, 26, 27, 11983, 11984, "."
40, 85, 1, 2207, 0, 6, 11985, 11991, "Number"
40, 85, 2, 2208, 7, 9, 11992, 11994, "of"
40, 85, 3, 2209, 10, 14, 11995, 11999, "mice"
40, 85, 4, 2210, 15, 18, 12000, 12003, "are"
40, 85, 5, 2211, 19, 28, 12004, 12013, "indicated"
40, 85, 6, 2212, 29, 31, 12014, 12016, "in"
40, 85, 7, 2213, 32, 40, 12017, 12025, "brackets"
40, 85, 8, 2214, 40, 41, 12025, 12026, "."
40, 86, 1, 2215, 0, 6, 12028, 12034, "Figure"
40, 86, 2, 2216, 7, 8, 12035, 12036, "6"
40, 86, 3, 2217, 8, 9, 12036, 12037, "."
40, 87, 1, 2218, 0, 4, 12038, 12042, "GFAP"
40, 87, 2, 2219, 5, 21, 12043, 12059, "immunoreactivity"
40, 87, 3, 2220, 22, 24, 12060, 12062, "is"
40, 87, 4, 2221, 25, 28, 12063, 12066, "not"
40, 87, 5, 2222, 29, 38, 12067, 12076, "different"
40, 87, 6, 2223, 39, 41, 12077, 12079, "at"
40, 87, 7, 2224, 42, 43, 12080, 12081, "6"
40, 87, 8, 2225, 44, 46, 12082, 12084, "or"
40, 87, 9, 2226, 47, 48, 12085, 12086, "9"
40, 87, 10, 2227, 49, 54, 12087, 12092, "weeks"
40, 87, 11, 2228, 55, 60, 12093, 12098, "after"
40, 87, 12, 2229, 61, 67, 12099, 12105, "enzyme"
40, 87, 13, 2230, 68, 77, 12106, 12115, "treatment"
40, 87, 14, 2231, 77, 78, 12115, 12116, "."
40, 88, 1, 2232, 0, 3, 12117, 12120, "One"
40, 88, 2, 2233, 4, 6, 12121, 12123, "µl"
40, 88, 3, 2234, 7, 9, 12124, 12126, "of"
40, 88, 4, 2235, 10, 13, 12127, 12130, "the"
40, 88, 5, 2236, 14, 22, 12131, 12139, "ChaseABC"
40, 88, 6, 2237, 23, 24, 12140, 12141, "("
40, 88, 7, 2238, 24, 26, 12141, 12143, "10"
40, 88, 8, 2239, 27, 28, 12144, 12145, "U"
40, 88, 9, 2240, 28, 29, 12145, 12146, "/"
40, 88, 10, 2241, 29, 31, 12146, 12148, "ml"
40, 88, 11, 2242, 31, 32, 12148, 12149, ")"
40, 88, 12, 2243, 32, 33, 12149, 12150, ","
40, 88, 13, 2244, 34, 38, 12151, 12155, "ARSB"
40, 88, 14, 2245, 39, 40, 12156, 12157, "("
40, 88, 15, 2246, 40, 42, 12157, 12159, "10"
40, 88, 16, 2247, 43, 44, 12160, 12161, "U"
40, 88, 17, 2248, 44, 45, 12161, 12162, "/"
40, 88, 18, 2249, 46, 48, 12163, 12165, "ml"
40, 88, 19, 2250, 48, 49, 12165, 12166, ")"
40, 88, 20, 2251, 50, 52, 12167, 12169, "or"
40, 88, 21, 2252, 53, 59, 12170, 12176, "buffer"
40, 88, 22, 2253, 60, 63, 12177, 12180, "was"
40, 88, 23, 2254, 64, 72, 12181, 12189, "injected"
40, 88, 24, 2255, 73, 75, 12190, 12192, "at"
40, 88, 25, 2256, 76, 79, 12193, 12196, "the"
40, 88, 26, 2257, 80, 86, 12197, 12203, "injury"
40, 88, 27, 2258, 87, 91, 12204, 12208, "site"
40, 88, 28, 2259, 92, 95, 12209, 12212, "and"
40, 88, 29, 2260, 96, 99, 12213, 12216, "0.5"
40, 88, 30, 2261, 100, 102, 12217, 12219, "mm"
40, 88, 31, 2262, 103, 110, 12220, 12227, "rostral"
40, 88, 32, 2263, 111, 114, 12228, 12231, "and"
40, 88, 33, 2264, 115, 121, 12232, 12238, "caudal"
40, 88, 34, 2265, 122, 124, 12239, 12241, "to"
40, 88, 35, 2266, 125, 129, 12242, 12246, "this"
40, 88, 36, 2267, 130, 134, 12247, 12251, "site"
40, 88, 37, 2268, 135, 140, 12252, 12257, "after"
40, 88, 38, 2269, 141, 149, 12258, 12266, "moderate"
40, 88, 39, 2270, 150, 153, 12267, 12270, "and"
40, 88, 40, 2271, 154, 160, 12271, 12277, "severe"
40, 88, 41, 2272, 161, 172, 12278, 12289, "compression"
40, 88, 42, 2273, 173, 179, 12290, 12296, "injury"
40, 88, 43, 2274, 179, 180, 12296, 12297, "."
40, 89, 1, 2275, 0, 5, 12298, 12303, "After"
40, 89, 2, 2276, 6, 7, 12304, 12305, "6"
40, 89, 3, 2277, 8, 9, 12306, 12307, "("
40, 89, 4, 2278, 9, 10, 12307, 12308, "A"
40, 89, 5, 2279, 10, 11, 12308, 12309, ","
40, 89, 6, 2280, 11, 12, 12309, 12310, "B"
40, 89, 7, 2281, 12, 13, 12310, 12311, ")"
40, 89, 8, 2282, 14, 17, 12312, 12315, "and"
40, 89, 9, 2283, 18, 19, 12316, 12317, "9"
40, 89, 10, 2284, 20, 25, 12318, 12323, "weeks"
40, 89, 11, 2285, 26, 27, 12324, 12325, "("
40, 89, 12, 2286, 27, 30, 12325, 12328, "C–E"
40, 89, 13, 2287, 30, 31, 12328, 12329, ")"
40, 89, 14, 2288, 31, 32, 12329, 12330, ","
40, 89, 15, 2289, 33, 36, 12331, 12334, "the"
40, 89, 16, 2290, 37, 41, 12335, 12339, "mice"
40, 89, 17, 2291, 42, 46, 12340, 12344, "were"
