#Entity	isLiteral
Bravo Claudio	false
Bravo Omar	false
Brecko Miso	false
Breen Gary	false
Breikh Ali	false
Brennan Jim	false
Bresciano Marco	false
Breska Mario	false
Bridge Wayne	false
Briffa Roderick	false
Brillant Felix	false
Briseno Omar	false
Brison Derek	false
Brito Carlos	false
Brito Osvaldo	false
Brito Pedro	false
Brnovic Nenad	false
Brosque Alex	false
Brown Elton	false
Brown Eric	false
Brown James	false
Brown Roberto	false
Brown Tim	false
Brunkard Criston	false
Bruno Chris	false
Bruno Mauro	false
Brunt Chris	false
Bruny Pierre	false
Brutus Wilnes	false
Bryan Christopher	false
Bryce Dennis	false
Bryce Stevens	false
Buamangongo Andres	false
Bubb Alvin	false
Bubb Byron	false
Buchel Martin	false
Buchel Ronny	false
Buckley Delron	false
Bucur Gheorghe	false
Budawood Meshal	false
Buechel Martin	false
Buechel Ronny	false
Bueno Carlos	false
Buffel Thomas	false
Buffon Gianluigi	false
Buffonge Crenston	false
Bugaev Aleksej	false
Bukarev Asen	false
Bukasa Kasonga	false
Bulanga Alafu	false
Buleshev Alibek	false
Bulgaru Simion	false
Bulus Jimmy	false
Bulyga Vitaly	false
Bulykin Dmtri	false
Bunce Che	false
Bunkham Jakkrit	false
Burdisso Nicolas	false
Burduli Vladimir	false
Burgess Romelle	false
Burgess Shannon	false
Burgin Bevan	false
Burgmeier Franz	false
Burgmeier Patrick	false
Burhan Qasem	false
Burkhanov Pirmurod	false
Burrowes Randy	false
Bursuc Iulian	false
Burton Deon	false
Burton Sagi	false
Buruk Okan	false
Bushaj Alban	false
Bushi Alban	false
Bustawi Mohamed	false
Butale Phazha	false
Butina Tomislav	false
Butler Desire	false
Butrimavicius Gediminas	false
Butron Leao	false
Butt Nicky	false
Buzbeda Waid	false
Buzbeda Walid	false
Buzsaky Akos	false
Buzuka Benjamin	false
Bwalya Kalusha	false
Byelik Olekcii	false
Byers Peter	false
Bylla Abdoucaye	false
Byron Akil	false
Bystrov Vladimir	false
Bã?chel Martin	false
Cabanas Ricardo	false
Cabanas Salvador	false
Cabrera Diego	false
Cabrera Eddy	false
Cabrera Germain	false
Cabrera Gustavo	false
Cabrera Santos	false
Caceres Juan Daniel	false
Caceres Julio Cesar	false
Cadet Marciano	false
Cadikovski Dragan	false
Cadogan Slawin	false
Caesar Danny	false
Cafu	false
Cahill Tim	false
Caicedo Banner	false
Caicedo Luis	false
Cain Ranelie	false
Calderon Jose	false
Calderon Walter	false
Caldwell Gary	false
Caldwell Steven	false
Calero Miguel	false
Calero Rudel	false
Califf Danny	false
Calincov Denis	false
Calle Renan	false
Camara Abdoulkader	false
Camara Henri	false
Camara Ibrahima	false
Camara Kemoko	false
Camara Mangue	false
Camara Mohamed	false
Camara Ousmane	false
Camara Sanussi	false
Camara Sekouba	false
Camara Souleymane	false
Camara Youssouf	false
Camara Zoumana	false
Cambiasso Esteban	false
Cameron Colin	false
Camoranesi Mauro	false
Campbell Sol	false
Campira	false
Campos Jairo	false
Campos Jorge	false
Campos Juan	false
Cana Lorik	false
Candelario Moises	false
Caneira	false
Caniza Denis	false
Cannavaro Fabio	false
Canobbio Fabian	false
Capaldi Tony	false
Capdevila	false
Capela Aykem	false
Caramarin Gabriel	false
Carballo Marcelo	false
Carcamo Juan	false
Cardoni Manuel	false
Cardozo Jose	false
Carew John	false
Carini Fabian	false
Carmona Salvador	false
Carnell Bradley	false
Carr Stephen	false
Carragher Jamie	false
Carranza Edwin	false
Carroll Brian	false
Carroll Orville	false
Carroll Roy	false
Casey Conor	false
Casey Denmark	false
Casimir Vincent	false
Casmir Agu	false
Casquez Luis	false
Cassama Adilson	false
Cassama Diondino	false
Cassama Pedrinho	false
Cassano Antonio	false
Casseres Cristian	false
Castelen Romeo	false
Castellanos Vismel	false
Castellin Rafael	false
Castillo Carlos	false
Castillo Jairo	false
Castillo Jose	false
Castillo Jose Alfredo	false
Castillo Rafael	false
Castillo Segundo	false
Castrillon Jaime	false
Castro Alexander	false
Castro Carlos	false
Castro Gonzalo	false
Castro Julio	false
Castro Rene	false
Cataldo Hernan	false
Catinsus Valerii	false
Catkic Omer	false
Cavallero Pablo	false
Cebotari Boris	false
Ceccoli Michele	false
Cech Marek	false
Cech Petr	false
Ceder Romeo	false
Ceesay Jatto	false
Ceh Nastja	false
Celaire Eldrick	false
Celestine Michael	false
Centeno Walter	false
Cernat Florin	false
Cerritos Ronald	false
Cervantes Alain	false
Cesar Bostjan	false
Cesnauskis Deividas	false
Cesnauskis Edgaras	false
Cetin Servet	false
Cevallos Jose	false
Cha Du Ri	false
Cha Jong Hyok	false
Chadli Adel	false
Chahoud Mahmoud	false
Chahoud Mahmoud 75	false
Chahrour Mohamad	false
Chaikamdee Sarayoot	false
Chaiman Therdsak	false
Chaklame Farid	false
Chakraborty Subhas	false
Chala Clever	false
Chalana Louane Amat	false
Chalermsan Dusit	false
Challenger Alfredo	false
Challenger Avalon	false
Chalwe Linos	false
Chalwe Sashi	false
Chalwe Songwe	false
Chamarh Marouane	false
Chambers Joseph	false
Chamorro Sergio	false
Chan Domingos	false
Chan Ho Man	false
Chan Man Hei	false
Chan Siu Ki	false
Chan Wai Ho	false
Chan Yew Lim	false
Chan Yiu Lun	false
Chanda Boyd	false
Chandida Francis	false
Chang Fu Hsiang	false
Chang Han	false
Chang Wei Lun	false
Chang Wu Yeh	false
Chano Takayuki	false
Chansa Francis	false
Chansa Isaac	false
Chanthalome Phutthadavong	false
Chaokla Preecha	false
Charalambous Elias	false
Charalampidis Konstantinos	false
Charisteas Angelos	false
Charles Atiba	false
Charles Errion	false
Charles Matthew	false
Charles Ricky	false
Chase Adrian	false
Chaswe Nsofwa	false
Chatelle Thomas	false
Chatura Siyaguna	false
Chavula Moses	false
Cheang Chon Man	false
Checher Vyacheslav	false
Chedli Adel	false
Chee Weng Chow	false
Cheliaze Giorgi	false
Chelle Eric	false
Chelyadinsky Artiom	false
Chen Bing Shin	false
Chen Denis	false
Chen Hsiao Wei	false
Chen Hstao Wei	false
Chen Jeng I	false
Chen Jiunn Ming	false
Chen Jui Te	false
Chen Tal	false
Cheng Sheng Jen	false
Cheng Yung Jen	false
Cherrad Abdelmalek	false
Chertkov Vladimir	false
Cherundolo Steve	false
Chetcuti Jeffrey	false
Cheung Sai Ho	false
Chevanton Ernesto	false
Chiang Shih Lu	false
Chibsah Yussif	false
Chichulin Anton	false
Chiellini Giorgio	false
Chihab Tariq	false
Chikishev Sergey	false
Chikkanna Ravi	false
Chilaponowa James	false
Chilembi Laughter	false
Chilia David	false
Chilia Seimata	false
Chillia Seimata	false
Chimedza Cephas	false
Chimiddorj Munkhbat	false
Chinchilla Pablo	false
Ching Brian	false
Chinho	false
Chipatala Emmanuel	false
Chipperfield Scott	false
Chirwa Maxwell	false
Chisunthi Macnell	false
Chitiva Andres	false
Chitou Charaf	false
Chitou Rachad	false
Chitsulo Daniel	false
Chivu Cristian	false
Chkhetiani Kahaber	false
Cho Byung Kuk	false
Cho Jae Jin	false
Choe Chol Man	false
Choe Ung Chon	false
Choechiu Pichitpong	false
Choi Jin Cheul	false
Choi Sung Kuk	false
Choi Won Kwon	false
Choijil Altantogos	false
Chong Kun Kan	false
Chonkaev Gahrymanberdy	false
Choolun Akash	false
Choruma Richard	false
Christian Ranja	false
Christian Yandri	false
Christie Gavin	false
Christoph Wensley	false
Chrysostome Damien	false
Chu Siu Kei	false
Chuan Goh	false
Chuang Wei Lun	false
Chuang Yao Tsung	false
Chung Kyung Ho	false
Chuwong Prathum	false
Ciacci Nicola	false
Ciantar Ian	false
Cibelli Enrico	false
Cichero Alejandro	false
Cicilia Kenneth	false
Cicinho	false
Cijntje Angelo	false
Cijntje Ryangelo	false
Cimirotic Sebastijan	false
Cimsir Huseyin	false
Cipi Geri	false
Cipot Fabijan	false
Cirkovic Milivoje	false
Cisse Abdoulaye	false
Cisse Aliou	false
Cisse Djibril	false
Cisse Mohamed	false
Cisse Morlaye	false
Ciurlizza Marco	false
Clark Ricardo	false
Clarke Quentin	false
Clayton	false
Clement Philippe	false
Clemente Ludovic	false
Clifford Joseph	false
Clinton Duan	false
Clinton Gavin	false
Clyde Mark	false
Co Anibal	false
Cocis Razvan	false
Cocu Phillip	false
Coddington Domico	false
Codrea Paul	false
Codrington Nigel	false
Coello Victor	false
Cohen Andrew	false
Coimbra Milton	false
Colding Soren	false
Cole Ashley	false
Cole Joe	false
Coleman Daniel	false
Coleman Franklin	false
Collette Dan	false
Colley Lamin	false
Collins Daniel	false
Collins James	false
Coloccini Fabricio	false
Colone Jaime	false
Colosimo Simon	false
Colque Percy	false
Coly Ferdinand	false
Coman Danut	false
Coman Gigel	false
Cominges Juan	false
Conateh Abdurahman	false
Conateh Lamin	false
Conde Lansana	false
Conner Lester	false
Connolly David	false
Connonier Seritse	false
Connor Girdon	false
Connor Kwame	false
Connor Marvin	false
Connor Nigel	false
Connor Rubio	false
Conombo Henock	false
Conrad James	false
Constantin Marius	false
Constantinou Georgios	false
Conte Ibrahima Sory Ii	false
Conteh Julius	false
Conteh Kewullay	false
Contofalsky Kamil	false
Contra Cosmin	false
Contrera Juan	false
Contreras Pablo	false
Convey Bobby	false
Cook Charles	false
Cooner Aldrick	false
Copa Arsene	false
Corazzin Carlo	false
Cordero Victor	false
Cordoba Ivan	false
Cordoba Oscar	false
Cordova Nicolas	false
Corea Jaures	false
Corneencov Andrei	false
Cornelis Hans	false
Cornelius Keithroy	false
Corona Jose	false
Corozo Klever	false
Corr Abdoulie	false
Corradi Bernardo	false
Corrales Ramiro	false
Corrales Rudis	false
Correa Fernando	false
Corria Victor	false
Cortes Roberto	false
Cortez Jose	false
Cortez Julio Cesar	false
Cosntantinou Andreas	false
Costa Lasset	false
Costa Victor	false
Costa Willian	false
Costinha	false
Cotte Westley	false
Cotterill David	false
Coubadja Abdel	false
Coulibaly Adama	false
Coulibaly Amadou	false
Coulibaly David	false
Coulibaly Dramane	false
Coulibaly Mamoutou	false
Coulibaly Moussa	false
Coulibaly Siaka	false
Coulibaly Soumaila	false
Coupet Gregory	false
Covalciuc Serghei	false
Covalenco Alexandr	false
Coveny Vaughan	false
Cox Darrel	false
Cox Ian	false
Cox Kirk	false
Coyne Danny	false
Craigan Stephen	false
Crawford Stephen	false
Crayton Louis	false
Crea Terry	false
Crescentini Federico	false
Crespo Hernan	false
Cris	false
Cristaldo Luis	false
Cristea Andrei	false
Cristiano Ronaldo	false
Crnogorac Gradimir	false
Crofts Andrew	false
Crosbie Paul	false
Crouch Peter	false
Cruz Anilton	false
Cruzata Alexander	false
Cubillas Juan Carlos	false
Cuevas Nelson	false
Cuffy Elry	false
Cufre Leandro	false
Culabangh Lerato	false
Culina Jason	false
Cumbev Pance	false
Cundasami Jimmy	false
Cunningham Jeff	false
Cunningham Kenny	false
Cuyami Juan Remigio	false
Cyrillien Ashton	false
D Alessandro Andres	false
D Cunha Alvito Roland	false
D Elia Fabio	false
Da Costa John	false
Da Costa Paulino	false
Da Cruz Jailson	false
Da Cunha Oscar	false
Da Luz Adriano	false
Da Luz Claudio	false
Da Luz Emerson	false
Da Moura Jose	false
Da Rosa Alex	false
Da Silva Paulo	false
Da Veiga Jose	false
Dabnielsson Helgi	false
Dabo Ahmed	false
Dabulla Rezard	false
Dacourt Olivier	false
Dad Abdulaziz	false
Dadu Serghei	false
Daei Ali	false
Daerden Koen	false
Daf Omar	false
Dagano Moumouni	false
Dahote Jacques	false
Dailly Christian	false
Dalaphone Valasine	false
Daley Dowlin	false
Daley Fitzroy	false
Dallku Armend	false
Damar Amir	false
Damjanovic Dario	false
Damlong Santi	false
Damrongongtrakul Thawatchai	false
Dancia Cristian	false
Danciulescu Ionel	false
Dang Van Thanh	false
Dangler George	false
Daniel Leroy	false
Daniel Richard	false
Daniels Mark	false
Danielsen Atli	false
Danilevicius Tomas	false
Daoud Boabdellah	false
Daoud Sofiane	false
Daouda Ibrahim	false
Daraselia Vitali	false
Dardai Pal	false
Dario	false
Darmanin Saviour	false
Dau Lorima	false
Daud Indra Sahdan	false
Dava Ghan Suren Dran A/l	false
Davaa Bayarzorig	false
Davani Reginald	false
David Sancius	false
Davidovitch Nir	false
Davids Edgar	false
Davids Lance	false
Davies Craig	false
Davies Simon	false
Davila Maynor	false
Davino Duilio	false
Davis Claude	false
Davis Fabian	false
Davis Steve	false
Davis Theron	false
Davletov Fevzi	false
Dawit Efrem	false
Daye Prince	false
De Agustini Luis	false
De Buisson Michel	false
De Cler Tim	false
De Cock Olivier	false
De Gregorio Raf	false
De Guzman Julian	false
De Jesus Erick	false
De Jong Nigel	false
De La Cruz Ulises	false
De La Pena Ivan	false
De Los Santos Gonzalo	false
De Luigi Marco	false
De Mul Tom	false
De Ornelas Fernando	false
De Pina Paulo	false
De Pina Paulo Jorge	false
De Rosario Dwayne	false
De Rossi Daniele	false
De Sanctis Morgan	false
De Souza Jeferson	false
De Souza Marcelo	false
De Vos Jason	false
Debabrata Roy	false
Debbah James	false
Debebe Degu	false
Debesa Elias	false
Deco	false
Dedic Zlatko	false
Dedura Ignas	false
Deeb Amer	false
Deflandre Eric	false
Defoe Jermain	false
Degen Philipp	false
Degregory Kamal	false
Del Piero Alessandro	false
Delaney Mark	false
Delgado	false
Delgado Agustin	false
Delgado Cesar	false
Delgado Erick	false
Delgado Javier	false
Delia Fabio	false
Della Valle Alessandro	false
Dellas Traianos	false
Dely Jorge	false
Dely Julio	false
Dely Valdez Julio	false
Demas Graham	false
Demba Abdoulai Demba	false
Demel Guy	false
Demetradze George	false
Demichelis Martin	false
Demirel Volkan	false
Demo Igor	false
Dempsey Clint	false
Denisov Igor	false
Deschacht Olivier	false
Descombes Eric	false
Descouines Johnny	false
Desir Roosevelt	false
Deterville Giovanni	false
Deumi Armand	false
Devadze Akaki	false
Devinda Sandun	false
Dheedene Didier	false
Dhorasoo Vikash	false
Di Domenico Sven	false
Di Vaio Marco	false
Dia Papa	false
Diabate Cheick	false
Diakhate Pape	false
Diakite Daouda	false
Diakite Drissa	false
Diakite Mourtala	false
Diallo Boucader	false
Diallo Mamadou	false
Diame Gaston	false
Diamesso Luc	false
Diamoutene Souleymane	false
Diana Aimo	false
Diane Mounir	false
Diao Salif	false
Diarra Alou	false
Diarra Boubacar	false
Diarra Mahamadou	false
Dias Caires	false
Diatta Lamine	false
Diawara Fousseini	false
Diawara Fousseiny	false
Diawara Souleymane	false
Diaz Daniel	false
Diaz Junior	false
Diaz Minor	false
Diaz Neftali	false
Diaz Oscar	false
Dica Nicolae	false
Dick Herbert	false
Dickov Paul	false
Dickson Ghoto	false
Dickson Itimi	false
Dida	false
Die Serge	false
Diego	false
Diergaardt Floris	false
Dill Kaywon	false
Dill Kofi	false
Dilshan Maduranga	false
Dimech Luke	false
Dimitrov Velizar	false
Dimitrovski Dragan	false
Dimovski Gorahce	false
Dimy Stephane	false
Dindane Aruna	false
Dinha Edelbert	false
Diogo Carlos	false
Diop Bouba	false
Diop Papa Bouba	false
Diop Papa Malick	false
Diop Pape	false
Diouf El Hadji	false
Diouf Papa	false
Diss Smaine	false
Dissa Mahamadou	false
Dixon Jimmy	false
Dixon Terrance	false
Djalilov Zakair	false
Djamali Ramon	false
Djedomoum Eric	false
Djemba Djemba Eric	false
Djeparov Server	false
Djerabe Armand	false
Djiba Dino	false
Djiddo Hisseine	false
Djidonou Yoann	false
Djilan Thomas	false
Djimbi Landry	false
Djire Aboulaye	false
Djissikadie Alain	false
Djordjevic Nenad	false
Djordjevic Predrag	false
Dladla Bongani	false
Dlamini Absalom	false
Dlamini Sibusiso	false
Dlamini Siza	false
Dmitrijev Aleksandr	false
Dmitrulin Yuri	false
Do Marcolino Fabrice	false
Doba Lezou	false
Dober Andreas	false
Doe Francis	false
Doe Sackie	false
Doelbakir Riff	false
Dogbe Kouadji	false
Doherty Gary	false
Doherty Tommy	false
Doi Yoichi	false
Dokhoyan Karen	false
Dolha Emilian	false
Doll Olivier	false
Dollinger Matthias	false
Domeniconi Marco	false
Domingues	false
Dominique Gene	false
Domoraud Cyrille	false
Dongbortey Benard	false
Dongbortey Bernard	false
Donorov Lumbengarav	false
Donovan Landon	false
Dora Prasanta	false
Dorado Jorge	false
Dorasamy Che	false
Dorbor Gizzie	false
Dorby Brian	false
Doro Nicolas	false
Dos Santos Antonio	false
Dos Santos Julio	false
Dospel Ernst	false
Dossevi Thomas	false
Dosunmu Tosin	false
Douala Rudolphe	false
Douglas Robert	false
Douglas Ron	false
Doukantie Vincent	false
Doumbia Almamy	false
Dourduev Kourbangeldy	false
Doyle Kevin	false
Dragusha Mehmet	false
Dragutinovic Ivica	false
Drame Boukary	false
Dremon Francis	false
Drogba Didier	false
Drummond Jervis	false
Du Wei	false
Duah Emmanuel	false
Duaij Naser	false
Duarte Adriano	false
Duarte Troadio	false
Dube Calvin	false
Dube Sipho	false
Dubinskiy Renat	false
Dublin George	false
Dudamel Rafael	false
Dudek Jerzy	false
Dudic Milan	false
Dudu	false
Dufer Gregory	false
Duff Damien	false
Duff Mike	false
Duffy Richard	false
Duffy Ryan	false
Duguca Ovini	false
Dukuly Chris	false
Dukuze Abdul	false
Duljaj Igor	false
Dumby Abidulay	false
Dunne Richard	false
Durant Andrew	false
Durdiyev Gurbangeldi	false
Durica Jan	false
Durmus Kursat	false
Duro Klodian	false
Durrer Phillippe	false
Dursun Adem	false
Duscher Aldo	false
Dwaima Iyad	false
Dwarika Arnold	false
Dwight Bramble	false
Dyab Ali	false
Dyer Kieron	false
Dyer Lagi	false
Dyer Terry	false
Dyer Wayne	false
Dyowe Juan Epitie	false
Dziaukstas Rolandas	false
Dzinkambani Navigator	false
Dziri Billal	false
Earnshaw Rob	false
Eboue Emmanuel	false
Ebrahim Mohamed	false
Echesa Hillary	false
Ecolo Silvestre	false
Eddy Keithroy	false
Edersi Ramzi	false
Edjogo Juvenal	false
Edman Erik	false
Edmilson	false
Edmond Robert	false
Edou Djimiri	false
Edouard Guillano	false
Edribandanage Channa	false
Edu	false
Edusei Daniel	false
Edusei Mark	false
Edwards Carlos	false
Edwards Ian	false
Edwards Rob	false
Eger Lazlo	false
Ehmann Anton	false
Einarsson Gylfi	false
Eiriksson Bjarni	false
Eissa Nashwan	false
Ejide Austin	false
Ekouma Jeannot	false
Ekwueme Ifeanyi	false
El Ammi Abdalla	false
El Attar Ali	false
El Attar Oday	false
El Bashir Hamouda	false
El Choum Ahmad	false
El Choum Sami Ali	false
El Faki Mughaid	false
El Fatih Ahmed	false
El Hadi Adel	false
El Hadry Essam	false
El Kaddouri Badr	false
El Karkouri Talal	false
El Kassimi Nacer	false
El Kikli Mohamed	false
El Naamani Ahmad	false
El Rabty Mohamed	false
El Rasheed Faisal Mohamed	false
El Rasheed Haitham	false
El Samad Ziad	false
El Saqua Abdel	false
El Sayed Abdel	false
El Sayed Nader	false
El Sayed Tarek	false
El Tabei Besheer	false
El Taib Tareq	false
El Yaagoubi Mohammed	false
Ela Francisco Salvador	false
Ela Ruslan	false
Elano	false
Elbeskini Emad	false
Eldin Alaa	false
Eldin Babiker Alaa	false
Eldinfadl Mohan	false
Eleftheriou Lefteris	false
Elgaaid Sami Ali	false
Elias Joao Rafael	false
Elisio	false
Elizah Selan	false
Elliot Thomas	false
Elliott Simon	false
Elliott Stephen	false
Elliott Stuart	false
Elmander Johan	false
Elmour Gil	false
Elnahhas Emad	false
Elnazir Mahmoud	false
Elrich Ahmad	false
Elshater Islam	false
Elskamp Edre	false
Elskamp Erde	false
Eltabei Besheer	false
Eltreki Emad	false
Elttor Hjalgrim	false
Elva Titus	false
Emad Mohammed	false
Emam Hazem	false
Emana Achille	false
Emanuelson Rouche	false
Embaye Zewengel	false
Embingou Roch	false
Emerson	false
Emerton Brett	false
Emmanuel Sheldon	false
Emmanuil Sammuel	false
Emuge Israel	false
Enakahire Joseph	false
Enayati Reza	false
Encada Ankyofna	false
Enciso Julio Cesar	false
Endo Yasuhito	false
Endzanga Wilfrid	false
Endzoua Geraud	false
Engeldinger Gilles	false
Englebert Gaetan	false
Enifoul Komlan	false
Eninful Komlan	false
Enkhbayar Chinzorig	false
Enoch Abraham	false
Enyeama Vincent	false
Enzema Damian	false
Epa Lene	false
Epureanu Sergiu	false
Erassa Affo	false
Erazo Alex	false
Erbate Elamin	false
Erbate Elamine	false
Eremenko Alexei Jun.	false
Erenio Pene	false
Ersen Martin	false
Escalona Daniel	false
Escalona Maurice	false
Escalona Yunier	false
Escobar Alexander	false
Escober Donis	false
Escura Jordi	false
Eshbair Hamada	false
Esmaeel Feras	false
Esmail Mohammed	false
Esnani Mohamed	false
Esono Juan Simeon	false
Espinal Edwards	false
Espinal Roger	false
Espinola Carlos	false
Espinoza Denis	false
Espinoza Giovanny	false
Espinoza Jacinto	false
Esposito Mauro	false
Essam Mohammed	false
Essediri Karim	false
Essien Michael	false
Estevez Pedro	false
Esther Ted	false
Estoyanoff Fabian	false
Estrada Walter	false
Etafia Greg	false
Etcheverry Marco	false
Etoo Samuel	false
Ettienne Bishara	false
Euell Jason	false
Evans Philip	false
Eve Angus	false
Evora Hugo	false
Evra Patrice	false
Evseev Vadim	false
Ewolo Oscar	false
Ezwawi Abdurahman	false
Faarodo Henry	false
Faataualofa Willie	false
Fadeira Sana	false
Fadhel Khaled	false
Fadhil Syed	false
Fadiga Khalilou	false
Fae Emerse	false
Fahed Masoud	false
Fahmi Abdelilah	false
Faife	false
Faife Pedro	false
Faiod Samir	false
Faizal Shahril	false
Faizi Ali	false
Fall Yacoub	false
Fallata Fahad A.b.	false
Fallatah Hassan	false
Fallatha Redha	false
Familtsev Alexander	false
Fan Chun Yip	false
Farfan Jefferson	false
Farhan Saleh	false
Farhan Saleh Ahmed	false
Farias Alessandro	false
Farias Ernesto	false
Farid Murad	false
Farran Adel	false
Farrell Charleston	false
Farrell Vladimir	false
Fartoos Ali Mejbel	false
Fasavalu Tama	false
Fatecha Cristian	false
Fatehi Hasan	false
Fathala Mahmoud	false
Fathi Ahmed	false
Fattah Alaga Abdul	false
Fatu Filimaua	false
Faumy Mohamed	false
Favalli Giuseppe	false
Fayadh Jassim	false
Faye Abdoulaye	false
Faye Amdy	false
Faye Ibrahima	false
Fazeel Ibrahim	false
Fazli Mubarak	false
Federspiel Ben	false
Fedorov Andrei	false
Fedorov Sergyi	false
Feeney Warren	false
Feher Csaba	false
Feindouno Pascal	false
Feldhofer Ferdinand	false
Felipe	false
Fellahi Fares	false
Felter Marlon	false
Fenelon Gabard	false
Feng Ji Zhi	false
Feng Pao Hsing	false
Fenier Hocine	false
Ferdinand Rio	false
Fereira Feliciano	false
Ferguson Barry	false
Ferguson Dwight	false
Ferguson Sean	false
Ferjani Othman	false
Fernandes Dionisio	false
Fernandes P. Gomes	false
Fernandes Selwyn	false
Fernandez Angel	false
Fernandez Jose	false
Fernandez Juli	false
Fernandez Leonardo	false
Fernandez Luis	false
Fernandez Matias	false
Fernandez Pedro	false
Fernandez Rowen	false
Fernando B. Samantha	false
Fernando Cristeen	false
Fernando Meira	false
Fernando Torres	false
Ferreira David	false
Ferreira Henio	false
Ferreira Joao	false
Ferron Garret	false
Fesehaye Binyam	false
Fesehaye Yonas	false
Feutchine Guy	false
Fichite Dadley	false
Figaroa Andy	false
Figueiredo	false
Figueredo	false
Figueroa Carlos	false
Figueroa Gustavo	false
Figueroa Luciano	false
Figueroa Maynor	false
Figuriedo Timothy	false
Filanckembo	false
Filanckembo Nancy	false
Filaniotis Petros	false
Filekovic Suad	false
Filipe	false
Finau Feao	false
Finnan Steve	false
Finnbogason Kristian	false
Fiore Stefano	false
Firaz Ahmed	false
Fischer Benjamin	false
Fish Mark	false
Fisher Brent	false
Fisher Junio	false
Fisher Junior	false
Fitzpatrick Leslie	false
Fitzwilliams Hayden	false
Flavio	false
Flavius David	false
Flemming Lucian	false
Fletcher Carl	false
Fletcher Darren	false
Flores Juan	false
Flores Manuel	false
Flores Walter	false
Flotum Andrew	false
Flowers Dion	false
Foday Albert	false
Fodrek Branislav	false
Fonseca Danny	false
Fonseca Francisco	false
Fonseca Jose	false
Fonseca Josã©	false
Fonseca Rolando	false
Fonua Ipeni	false
Forbes Aldene	false
Forbes Marshall	false
Forbuis Shargene	false
Forde Matthew	false
Forde Michael	false
Forde Norman	false
Forkey Francis	false
Forlan Diego	false
Forssell Mikael	false
Fortune Quinton	false
Fotu Mekilani	false
Fotu Suliasi	false
Fouhami Khalid	false
Fouzailov Rakhmatoullo	false
Fouzi Bashir	false
Francis Brian	false
Francis Derwin	false
Francis Jevon	false
Francis Thaddeus	false
Franco Guillermo	false
Franco Leonardo	false
Francois Rodney	false
Francois Tony	false
Franken Giovanni	false
Frankowski Tomas	false
Franseca Francisco	false
Frantz Gilles	false
Frazer Dion	false
Frechaut	false
Fred Hans	false
Freddy	false
Frederick Fitz	false
Frederick Kelly	false
Fredericks Stanton	false
Frederiksberg Jonhard	false
Frei Alexander	false
Frick Christoph	false
Frick Daniel	false
Frick Mario	false
Fritz Emeran	false
Frunza Viorel	false
Fuamba Kinkela	false
Fuard Kamaldeen	false
Fuenmayor Juan	false
Fuentes Luis	false
Fuimaono Sakaria	false
Fujita Toshiya	false
Fukunishi Takashi	false
Fuller Ricardo	false
Fuplook Nakarin	false
Furace Rene	false
Furtado Dario	false
Fuzi Akos	false
Fyssas Panagiotis	false
Gabanakgosi Seabo	false
Gabbidon Danny	false
Gabolwelwe Nelson	false
Gabonamong Mogogi	false
Gabriel Emanuel	false
Gafni Ronnie	false
Gai Amadou	false
Gakhokidze Georgi	false
Galarza Sergio	false
Galasek Tomas	false
Galaz Patricio	false
Galca Constantin	false
Galdamez Naun	false
Galea Michael	false
Galey Komla	false
Galindo Aaron	false
Galindo Gerardo	false
Galindo Gonzalo	false
Galindo Maikel	false
Gallardo Luis	false
Gallas William	false
Galletti Luciano	false
Galliquio John	false
Gamarra Carlos	false
Gamedze Jerry	false
Ganbaatar Tugsbayar	false
Ganbat Batyalalt	false
Gannon Christopher	false
Ganugrava George	false
Garaerts Karel	false
Garces Jose	false
Garces Jose Luis	false
Garcia Freddy	false
Garcia Genis	false
Garcia Josep	false
Garcia Juan	false
Garcia Julio	false
Garcia Nick	false
Garcia Pablo	false
Garcia Pedro	false
Garcia Rafael	false
Garcia Ronald	false
Garcia Samuel	false
Gardner Ricardo	false
Gargorov Emil	false
Gariseb Richard	false
Garpozis Alexandros	false
Garwo Prince	false
Gasana Philipe	false
Gaseruka Alua	false
Gashi Ardian	false
Gasperoni Alex	false
Gasperoni Bryan	false
Gasperoni Federico	false
Gaspoz Alain	false
Gassam Mohamed	false
Gastom Mobati	false
Gataurua Laisiasa	false
Gatcan Alexandr	false
Gatete Jean Michel	false
Gatete Jean Michel Jimmy	false
Gattuso Gennaro	false
Gauci Reuben	false
Gavilan Diego	false
Gavrancic Goran	false
Gawli Mahesh	false
Gawu Eric	false
Gaye Samba	false
Gazal Ravid	false
Gazzi Massimo	false
Gbandi Christopher	false
Gebremichael Yohanas	false
Gebro George	false
Gede Putu	false
Gedgaudas Andrius	false
Geegange Nalin	false
Geerman Juan	false
Geingob Nelson	false
Gekas Theofanis	false
Gelanhe Adugna	false
Genito	false
Genkov Tsvetan	false
George Eric	false
George Fricson	false
George Sherwin	false
Georgiadis Georgios	false
Georgiev Blagoy	false
Georgiou Stavros	false
Gera Zoltan	false
Gercaliv Ronald	false
Geremi	false
Germain Peter	false
Gerrard Steven	false
Gershon Shimon	false
Gerster Andreas	false
Gervais Gabriel	false
Getachew Tadios	false
Gete Geoffrey	false
Getonou Daniel	false
Getu Teshome	false
Geynrikh Alexander	false
Ghaffar Abdul	false
Ghali Hossam	false
Ghanee Anwar	false
Ghanee Anwar Abdul	false
Ghani Assad	false
Ghani Assad Abdul	false
